OCC;STATE;METROS;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000
15-1099;UT;Salt Lake City-Ogden, UT MSA;*;*;*;*;*;*;51260;*;*;*;*
15-2031;UT;Salt Lake City-Ogden, UT MSA;*;*;*;*;*;*;58530;57350;56150;55690;53190
17-0000;UT;Salt Lake City-Ogden, UT MSA;*;*;*;*;*;*;60300;53930;50940;51060;48780
17-2061;UT;Salt Lake City-Ogden, UT MSA;*;*;*;*;*;*;*;74050;73970;72420;69820
17-2112;UT;Salt Lake City-Ogden, UT MSA;*;*;*;*;*;*;64000;59810;59330;57760;54290
17-3026;UT;Salt Lake City-Ogden, UT MSA;*;*;*;*;*;*;48310;42680;41520;41060;37270
19-0000;UT;Salt Lake City-Ogden, UT MSA;*;*;*;*;*;*;48770;44010;44220;38430;36640
25-1021;UT;Salt Lake City-Ogden, UT MSA;*;*;*;*;*;*;79880;71550;72740;79160;83470
27-0000;UT;Salt Lake City-Ogden, UT MSA;*;*;*;*;*;*;43880;35380;35090;33840;34280
27-1014;UT;Salt Lake City-Ogden, UT MSA;*;*;*;*;*;*;42290;39320;40440;37140;33410
27-1024;UT;Salt Lake City-Ogden, UT MSA;*;*;*;*;*;*;37890;36290;37110;36810;35240
27-3042;UT;Salt Lake City-Ogden, UT MSA;*;*;*;*;*;*;52640;49960;48630;46430;45240
29-2071;UT;Salt Lake City-Ogden, UT MSA;*;*;*;*;*;*;*;23640;23380;23260;21270
41-4011;UT;Salt Lake City-Ogden, UT MSA;*;*;*;*;*;*;61180;61540;61660;57920;58700
43-9011;UT;Salt Lake City-Ogden, UT MSA;*;*;*;*;*;*;32060;31410;30690;29520;30070
43-9021;UT;Salt Lake City-Ogden, UT MSA;*;*;*;*;*;*;23990;*;*;*;19890
43-9031;UT;Salt Lake City-Ogden, UT MSA;*;*;*;*;*;*;39300;26750;26110;28000;28760
45-0000;UT;Salt Lake City-Ogden, UT MSA;*;*;*;*;*;*;23580;21290;17420;16540;15070
49-2011;UT;Salt Lake City-Ogden, UT MSA;*;*;*;*;*;*;34370;35350;39280;40070;38520
51-4011;UT;Salt Lake City-Ogden, UT MSA;*;*;*;*;*;*;29620;29500;29890;28650;29510
51-4012;UT;Salt Lake City-Ogden, UT MSA;*;*;*;*;*;*;36330;36650;*;34080;30910
00-0000;VT;Burlington, VT MSA;*;*;*;*;*;*;37970;37270;36460;35370;*
11-3021;VT;Burlington, VT MSA;*;*;*;*;*;*;101010;105890;102690;92090;82210
13-0000;VT;Burlington, VT MSA;*;*;*;*;*;*;55460;55450;57550;52300;49370
13-1111;VT;Burlington, VT MSA;*;*;*;*;*;*;74800;71800;65110;73920;48980
15-0000;VT;Burlington, VT MSA;*;*;*;*;*;*;59200;61410;60220;60470;47080
15-1021;VT;Burlington, VT MSA;*;*;*;*;*;*;68320;57300;57630;58730;53130
15-1031;VT;Burlington, VT MSA;*;*;*;*;*;*;66930;*;*;73940;49510
15-1032;VT;Burlington, VT MSA;*;*;*;*;*;*;*;*;*;*;58220
15-1041;VT;Burlington, VT MSA;*;*;*;*;*;*;40210;39210;40490;40930;37320
15-1051;VT;Burlington, VT MSA;*;*;*;*;*;*;64270;55410;52830;55240;45440
15-1061;VT;Burlington, VT MSA;*;*;*;*;*;*;55240;52040;53770;54050;56840
15-1071;VT;Burlington, VT MSA;*;*;*;*;*;*;52160;52170;49520;47900;45020
15-1081;VT;Burlington, VT MSA;*;*;*;*;*;*;56830;53700;54760;56610;45060
17-0000;VT;Burlington, VT MSA;*;*;*;*;*;*;*;*;*;*;47660
17-2112;VT;Burlington, VT MSA;*;*;*;*;*;*;74910;64590;63050;62350;55400
17-3026;VT;Burlington, VT MSA;*;*;*;*;*;*;34210;41860;46310;41930;43340
19-0000;VT;Burlington, VT MSA;*;*;*;*;*;*;51050;*;*;45640;39540
25-1021;VT;Burlington, VT MSA;*;*;*;*;*;*;52470;*;*;*;48960
27-0000;VT;Burlington, VT MSA;*;*;*;*;*;*;37770;37570;37530;37160;37640
27-1014;VT;Burlington, VT MSA;*;*;*;*;*;*;*;*;*;50480;42450
27-1024;VT;Burlington, VT MSA;*;*;*;*;*;*;36960;36900;36200;34980;34580
27-3042;VT;Burlington, VT MSA;*;*;*;*;*;*;44140;*;*;39620;44870
29-2071;VT;Burlington, VT MSA;*;*;*;*;*;*;27320;27550;33130;36690;34610
41-4011;VT;Burlington, VT MSA;*;*;*;*;*;*;72470;58230;55800;54180;44850
43-9011;VT;Burlington, VT MSA;*;*;*;*;*;*;28850;26140;26730;26750;27440
43-9021;VT;Burlington, VT MSA;*;*;*;*;*;*;23650;22640;21420;20890;18990
43-9031;VT;Burlington, VT MSA;*;*;*;*;*;*;34770;33750;31560;32470;26460
45-0000;VT;Burlington, VT MSA;*;*;*;*;*;*;24370;23860;23110;22010;19770
49-2011;VT;Burlington, VT MSA;*;*;*;*;*;*;40520;36660;36540;36500;33600
51-4011;VT;Burlington, VT MSA;*;*;*;*;*;*;30770;*;*;29440;29290
00-0000;VT;Southern Vermont nonmetropolitan area;41100;39650;38220;36320;35120;*;*;*;*;*;*
11-3021;VT;Southern Vermont nonmetropolitan area;111500;94150;87840;77650;97320;*;*;*;*;*;*
13-0000;VT;Southern Vermont nonmetropolitan area;59910;58330;57060;53440;53800;*;*;*;*;*;*
13-1111;VT;Southern Vermont nonmetropolitan area;77070;76050;72980;84870;-1;*;*;*;*;*;*
15-0000;VT;Southern Vermont nonmetropolitan area;59750;57860;53870;53050;56190;*;*;*;*;*;*
15-1021;VT;Southern Vermont nonmetropolitan area;*;57530;46350;45570;51900;*;*;*;*;*;*
15-1031;VT;Southern Vermont nonmetropolitan area;*;64110;61960;63970;76060;*;*;*;*;*;*
15-1032;VT;Southern Vermont nonmetropolitan area;*;67010;59750;68090;66910;*;*;*;*;*;*
15-1041;VT;Southern Vermont nonmetropolitan area;*;45970;44260;44110;42200;*;*;*;*;*;*
15-1051;VT;Southern Vermont nonmetropolitan area;*;69370;66300;66610;72440;*;*;*;*;*;*
15-1061;VT;Southern Vermont nonmetropolitan area;*;49770;54450;59590;61440;*;*;*;*;*;*
15-1071;VT;Southern Vermont nonmetropolitan area;*;57740;56950;55170;61560;*;*;*;*;*;*
15-1081;VT;Southern Vermont nonmetropolitan area;*;69870;58260;56420;68280;*;*;*;*;*;*
15-1121;VT;Southern Vermont nonmetropolitan area;70720;*;*;*;*;*;*;*;*;*;*
15-1131;VT;Southern Vermont nonmetropolitan area;69640;*;*;*;*;*;*;*;*;*;*
15-1132;VT;Southern Vermont nonmetropolitan area;69230;*;*;*;*;*;*;*;*;*;*
15-1133;VT;Southern Vermont nonmetropolitan area;68160;*;*;*;*;*;*;*;*;*;*
15-1141;VT;Southern Vermont nonmetropolitan area;64110;*;*;*;*;*;*;*;*;*;*
15-1142;VT;Southern Vermont nonmetropolitan area;58960;*;*;*;*;*;*;*;*;*;*
15-1150;VT;Southern Vermont nonmetropolitan area;45180;*;*;*;*;*;*;*;*;*;*
15-1179;VT;Southern Vermont nonmetropolitan area;65290;*;*;*;*;*;*;*;*;*;*
17-0000;VT;Southern Vermont nonmetropolitan area;74460;72010;66130;60420;60030;*;*;*;*;*;*
17-2112;VT;Southern Vermont nonmetropolitan area;74430;70680;72360;71460;70770;*;*;*;*;*;*
17-3026;VT;Southern Vermont nonmetropolitan area;47700;*;41920;40350;36860;*;*;*;*;*;*
19-0000;VT;Southern Vermont nonmetropolitan area;62470;61280;62940;61380;55880;*;*;*;*;*;*
25-1021;VT;Southern Vermont nonmetropolitan area;-1;*;*;51950;*;*;*;*;*;*;*
27-0000;VT;Southern Vermont nonmetropolitan area;38720;40140;39960;41690;42010;*;*;*;*;*;*
27-1024;VT;Southern Vermont nonmetropolitan area;35630;38770;35940;33730;37330;*;*;*;*;*;*
27-3042;VT;Southern Vermont nonmetropolitan area;50960;45720;44210;*;*;*;*;*;*;*;*
29-2071;VT;Southern Vermont nonmetropolitan area;37420;30910;32470;32150;35730;*;*;*;*;*;*
41-4011;VT;Southern Vermont nonmetropolitan area;71590;66910;66820;67440;64610;*;*;*;*;*;*
43-9011;VT;Southern Vermont nonmetropolitan area;37000;37320;35710;34320;31600;*;*;*;*;*;*
43-9021;VT;Southern Vermont nonmetropolitan area;24820;22500;23060;24440;24750;*;*;*;*;*;*
43-9031;VT;Southern Vermont nonmetropolitan area;*;30620;30370;30020;27940;*;*;*;*;*;*
45-0000;VT;Southern Vermont nonmetropolitan area;27900;27750;26280;27320;*;*;*;*;*;*;*
49-2011;VT;Southern Vermont nonmetropolitan area;32600;32120;*;41480;*;*;*;*;*;*;*
51-4011;VT;Southern Vermont nonmetropolitan area;33140;33710;33300;30090;30620;*;*;*;*;*;*
51-4012;VT;Southern Vermont nonmetropolitan area;41240;*;50030;*;*;*;*;*;*;*;*
00-0000;VT;Northern Vermont nonmetropolitan area;39080;38510;37370;35980;34150;*;*;*;*;*;*
11-3021;VT;Northern Vermont nonmetropolitan area;94270;87460;86540;84420;86780;*;*;*;*;*;*
13-0000;VT;Northern Vermont nonmetropolitan area;59630;56050;55460;53490;53800;*;*;*;*;*;*
13-1111;VT;Northern Vermont nonmetropolitan area;64540;64330;62340;60170;55330;*;*;*;*;*;*
15-0000;VT;Northern Vermont nonmetropolitan area;62990;62690;56850;53840;53260;*;*;*;*;*;*
15-1021;VT;Northern Vermont nonmetropolitan area;*;61980;57670;56840;51840;*;*;*;*;*;*
15-1031;VT;Northern Vermont nonmetropolitan area;*;64790;69690;61690;77830;*;*;*;*;*;*
15-1032;VT;Northern Vermont nonmetropolitan area;*;90130;80350;76410;70750;*;*;*;*;*;*
15-1041;VT;Northern Vermont nonmetropolitan area;*;44590;41570;39410;38220;*;*;*;*;*;*
15-1051;VT;Northern Vermont nonmetropolitan area;*;-1;58580;60890;61880;*;*;*;*;*;*
15-1061;VT;Northern Vermont nonmetropolitan area;*;56870;56500;53020;53770;*;*;*;*;*;*
15-1071;VT;Northern Vermont nonmetropolitan area;*;61880;57870;55430;52120;*;*;*;*;*;*
15-1081;VT;Northern Vermont nonmetropolitan area;*;58370;53320;51750;51270;*;*;*;*;*;*
15-1121;VT;Northern Vermont nonmetropolitan area;84260;*;*;*;*;*;*;*;*;*;*
15-1131;VT;Northern Vermont nonmetropolitan area;59100;*;*;*;*;*;*;*;*;*;*
15-1132;VT;Northern Vermont nonmetropolitan area;64030;*;*;*;*;*;*;*;*;*;*
15-1133;VT;Northern Vermont nonmetropolitan area;89550;*;*;*;*;*;*;*;*;*;*
15-1141;VT;Northern Vermont nonmetropolitan area;59090;*;*;*;*;*;*;*;*;*;*
15-1142;VT;Northern Vermont nonmetropolitan area;60340;*;*;*;*;*;*;*;*;*;*
15-1150;VT;Northern Vermont nonmetropolitan area;44690;*;*;*;*;*;*;*;*;*;*
15-1179;VT;Northern Vermont nonmetropolitan area;66770;*;*;*;*;*;*;*;*;*;*
17-0000;VT;Northern Vermont nonmetropolitan area;61610;59350;56860;51240;48200;*;*;*;*;*;*
17-2112;VT;Northern Vermont nonmetropolitan area;66480;64940;63140;63680;*;*;*;*;*;*;*
19-0000;VT;Northern Vermont nonmetropolitan area;58410;54730;53260;51570;52240;*;*;*;*;*;*
25-1021;VT;Northern Vermont nonmetropolitan area;*;57590;69370;*;*;*;*;*;*;*;*
27-0000;VT;Northern Vermont nonmetropolitan area;44200;44840;42210;42160;36920;*;*;*;*;*;*
27-1024;VT;Northern Vermont nonmetropolitan area;43260;40820;47640;43900;40320;*;*;*;*;*;*
27-3042;VT;Northern Vermont nonmetropolitan area;*;*;62180;*;*;*;*;*;*;*;*
29-2071;VT;Northern Vermont nonmetropolitan area;37760;33020;31980;31500;32300;*;*;*;*;*;*
41-4011;VT;Northern Vermont nonmetropolitan area;71990;63130;53930;50350;63300;*;*;*;*;*;*
43-9011;VT;Northern Vermont nonmetropolitan area;31240;*;38340;36580;35010;*;*;*;*;*;*
43-9021;VT;Northern Vermont nonmetropolitan area;27990;26410;27120;25940;26550;*;*;*;*;*;*
45-0000;VT;Northern Vermont nonmetropolitan area;29660;28400;27160;26490;*;*;*;*;*;*;*
49-2011;VT;Northern Vermont nonmetropolitan area;*;*;*;33080;32070;*;*;*;*;*;*
51-4011;VT;Northern Vermont nonmetropolitan area;32340;31140;30310;29680;29580;*;*;*;*;*;*
51-4012;VT;Northern Vermont nonmetropolitan area;37790;47100;*;*;*;*;*;*;*;*;*
00-0000;VT;Burlington-South Burlington, VT;45720;44430;43460;41610;39290;38250;*;*;*;*;*
11-3021;VT;Burlington-South Burlington, VT;116180;114290;115060;107240;108000;103360;*;*;*;*;*
13-0000;VT;Burlington-South Burlington, VT;63280;61330;59640;59450;58300;57250;*;*;*;*;*
13-1081;VT;Burlington-South Burlington, VT;*;*;-1;*;*;*;*;*;*;*;*
13-1111;VT;Burlington-South Burlington, VT;79510;84580;70700;83760;81990;79140;*;*;*;*;*
15-0000;VT;Burlington-South Burlington, VT;70600;68600;69170;65940;61990;60250;*;*;*;*;*
15-1021;VT;Burlington-South Burlington, VT;*;83360;81210;73640;66300;66460;*;*;*;*;*
15-1031;VT;Burlington-South Burlington, VT;*;78500;80020;69020;66470;66020;*;*;*;*;*
15-1032;VT;Burlington-South Burlington, VT;*;87970;87180;86130;83930;81690;*;*;*;*;*
15-1041;VT;Burlington-South Burlington, VT;*;47120;47360;41830;38430;39470;*;*;*;*;*
15-1051;VT;Burlington-South Burlington, VT;*;78610;77640;75810;67040;65650;*;*;*;*;*
15-1061;VT;Burlington-South Burlington, VT;*;58250;56800;56890;56930;54490;*;*;*;*;*
15-1071;VT;Burlington-South Burlington, VT;*;64440;64760;62460;59080;58710;*;*;*;*;*
15-1081;VT;Burlington-South Burlington, VT;*;67260;65970;75170;65850;55930;*;*;*;*;*
15-1099;VT;Burlington-South Burlington, VT;*;71780;*;68850;66210;*;*;*;*;*;*
15-1121;VT;Burlington-South Burlington, VT;81940;*;*;*;*;*;*;*;*;*;*
15-1131;VT;Burlington-South Burlington, VT;86700;*;*;*;*;*;*;*;*;*;*
15-1132;VT;Burlington-South Burlington, VT;81160;*;*;*;*;*;*;*;*;*;*
15-1133;VT;Burlington-South Burlington, VT;90060;*;*;*;*;*;*;*;*;*;*
15-1141;VT;Burlington-South Burlington, VT;65040;*;*;*;*;*;*;*;*;*;*
15-1142;VT;Burlington-South Burlington, VT;66460;*;*;*;*;*;*;*;*;*;*
15-1150;VT;Burlington-South Burlington, VT;49790;*;*;*;*;*;*;*;*;*;*
15-1179;VT;Burlington-South Burlington, VT;66070;*;*;*;*;*;*;*;*;*;*
15-1799;VT;Burlington-South Burlington, VT;74240;*;98820;90170;*;*;*;*;*;*;*
17-0000;VT;Burlington-South Burlington, VT;77580;76700;75450;76120;*;*;*;*;*;*;*
17-2112;VT;Burlington-South Burlington, VT;78810;79950;78160;80150;76450;72280;*;*;*;*;*
17-3026;VT;Burlington-South Burlington, VT;47460;42740;41470;42930;*;*;*;*;*;*;*
19-0000;VT;Burlington-South Burlington, VT;69710;61890;62540;61330;55850;53420;*;*;*;*;*
25-1021;VT;Burlington-South Burlington, VT;*;*;*;57710;62660;60480;*;*;*;*;*
27-0000;VT;Burlington-South Burlington, VT;44190;45100;45540;42700;39040;36380;*;*;*;*;*
27-1014;VT;Burlington-South Burlington, VT;*;*;*;*;*;50120;*;*;*;*;*
27-1024;VT;Burlington-South Burlington, VT;45420;47240;47520;44560;40410;35190;*;*;*;*;*
27-3042;VT;Burlington-South Burlington, VT;58310;52690;49060;50620;49910;51000;*;*;*;*;*
29-2071;VT;Burlington-South Burlington, VT;37640;34710;34880;32210;28900;*;*;*;*;*;*
41-4011;VT;Burlington-South Burlington, VT;69020;59600;59400;55020;60800;65230;*;*;*;*;*
43-9011;VT;Burlington-South Burlington, VT;37390;27840;30620;30050;31430;29640;*;*;*;*;*
43-9021;VT;Burlington-South Burlington, VT;31320;29730;30430;27950;26650;24580;*;*;*;*;*
43-9031;VT;Burlington-South Burlington, VT;41130;38380;38700;38220;37530;36320;*;*;*;*;*
45-0000;VT;Burlington-South Burlington, VT;26180;25570;26120;26790;*;*;*;*;*;*;*
49-2011;VT;Burlington-South Burlington, VT;38360;42940;43920;43250;40870;41870;*;*;*;*;*
51-4011;VT;Burlington-South Burlington, VT;*;35600;34930;32870;31250;31650;*;*;*;*;*
51-4012;VT;Burlington-South Burlington, VT;*;*;*;40610;*;*;*;*;*;*;*
00-0000;VA;Blacksburg-Christiansburg-Radford, VA;38630;38820;38220;35530;32970;31800;*;*;*;*;*
11-3021;VA;Blacksburg-Christiansburg-Radford, VA;108920;111540;96700;90140;80200;89450;*;*;*;*;*
13-0000;VA;Blacksburg-Christiansburg-Radford, VA;56720;54280;54550;49930;51280;48550;*;*;*;*;*
13-1111;VA;Blacksburg-Christiansburg-Radford, VA;81490;76770;87650;107670;99280;83860;*;*;*;*;*
15-0000;VA;Blacksburg-Christiansburg-Radford, VA;59370;61210;62250;66660;62610;57140;*;*;*;*;*
15-1011;VA;Blacksburg-Christiansburg-Radford, VA;*;79560;77890;71850;*;*;*;*;*;*;*
15-1021;VA;Blacksburg-Christiansburg-Radford, VA;*;61450;60950;60050;*;41560;*;*;*;*;*
15-1031;VA;Blacksburg-Christiansburg-Radford, VA;*;56560;55320;69100;72230;65940;*;*;*;*;*
15-1032;VA;Blacksburg-Christiansburg-Radford, VA;*;66970;75590;98510;83050;73130;*;*;*;*;*
15-1041;VA;Blacksburg-Christiansburg-Radford, VA;*;37790;37340;38540;36160;*;*;*;*;*;*
15-1051;VA;Blacksburg-Christiansburg-Radford, VA;*;69410;70800;72830;65620;61590;*;*;*;*;*
15-1061;VA;Blacksburg-Christiansburg-Radford, VA;*;76140;78740;-1;64000;*;*;*;*;*;*
15-1071;VA;Blacksburg-Christiansburg-Radford, VA;*;61430;64430;67000;57980;47550;*;*;*;*;*
15-1081;VA;Blacksburg-Christiansburg-Radford, VA;*;64220;61200;65070;*;53410;*;*;*;*;*
15-1099;VA;Blacksburg-Christiansburg-Radford, VA;*;75140;73500;*;68760;63400;*;*;*;*;*
15-1121;VA;Blacksburg-Christiansburg-Radford, VA;61390;*;*;*;*;*;*;*;*;*;*
15-1131;VA;Blacksburg-Christiansburg-Radford, VA;45770;*;*;*;*;*;*;*;*;*;*
15-1132;VA;Blacksburg-Christiansburg-Radford, VA;58430;*;*;*;*;*;*;*;*;*;*
15-1133;VA;Blacksburg-Christiansburg-Radford, VA;67570;*;*;*;*;*;*;*;*;*;*
15-1141;VA;Blacksburg-Christiansburg-Radford, VA;59320;*;*;*;*;*;*;*;*;*;*
15-1142;VA;Blacksburg-Christiansburg-Radford, VA;60700;*;*;*;*;*;*;*;*;*;*
15-1150;VA;Blacksburg-Christiansburg-Radford, VA;38700;*;*;*;*;*;*;*;*;*;*
15-1179;VA;Blacksburg-Christiansburg-Radford, VA;62550;*;*;*;*;*;*;*;*;*;*
15-1799;VA;Blacksburg-Christiansburg-Radford, VA;81740;*;*;*;79460;76110;*;*;*;*;*
17-0000;VA;Blacksburg-Christiansburg-Radford, VA;62750;63590;61500;60290;60470;53650;*;*;*;*;*
17-2061;VA;Blacksburg-Christiansburg-Radford, VA;50980;*;*;*;*;*;*;*;*;*;*
17-2112;VA;Blacksburg-Christiansburg-Radford, VA;64370;71120;67540;67180;55280;53810;*;*;*;*;*
17-3026;VA;Blacksburg-Christiansburg-Radford, VA;48970;50340;40330;39330;*;39190;*;*;*;*;*
19-0000;VA;Blacksburg-Christiansburg-Radford, VA;52340;50580;50590;49470;*;*;*;*;*;*;*
25-1021;VA;Blacksburg-Christiansburg-Radford, VA;*;-1;-1;*;*;*;*;*;*;*;*
27-0000;VA;Blacksburg-Christiansburg-Radford, VA;45760;42380;40600;33350;31760;33150;*;*;*;*;*
27-1024;VA;Blacksburg-Christiansburg-Radford, VA;47290;42820;37030;34120;32340;24720;*;*;*;*;*
27-3042;VA;Blacksburg-Christiansburg-Radford, VA;*;*;*;*;*;53140;*;*;*;*;*
29-2071;VA;Blacksburg-Christiansburg-Radford, VA;31140;31040;30310;29250;28680;27570;*;*;*;*;*
41-4011;VA;Blacksburg-Christiansburg-Radford, VA;76680;74110;74280;55530;57160;52950;*;*;*;*;*
43-9021;VA;Blacksburg-Christiansburg-Radford, VA;*;*;*;24580;21610;20010;*;*;*;*;*
45-0000;VA;Blacksburg-Christiansburg-Radford, VA;27600;26690;26390;22090;21650;20890;*;*;*;*;*
51-4011;VA;Blacksburg-Christiansburg-Radford, VA;*;*;*;*;28370;27910;36960;36760;36020;34280;*
11-3021;VA;Charlottesville, VA MSA;*;*;*;*;*;*;99190;87970;86540;79850;88850
13-0000;VA;Charlottesville, VA MSA;*;*;*;*;*;*;51990;48950;47280;43480;47110
13-1081;VA;Charlottesville, VA MSA;*;*;*;*;*;*;64740;*;*;*;*
13-1111;VA;Charlottesville, VA MSA;*;*;*;*;*;*;71530;79410;82460;52290;50390
15-0000;VA;Charlottesville, VA MSA;*;*;*;*;*;*;57980;53550;52850;49610;47830
15-1021;VA;Charlottesville, VA MSA;*;*;*;*;*;*;55790;41510;42850;44160;46140
15-1031;VA;Charlottesville, VA MSA;*;*;*;*;*;*;70480;61650;60190;56420;59120
15-1032;VA;Charlottesville, VA MSA;*;*;*;*;*;*;65330;63490;65920;65590;57070
15-1041;VA;Charlottesville, VA MSA;*;*;*;*;*;*;40110;38730;38060;37350;33890
15-1051;VA;Charlottesville, VA MSA;*;*;*;*;*;*;61590;60090;*;57170;59150
15-1061;VA;Charlottesville, VA MSA;*;*;*;*;*;*;54150;61030;53670;55530;*
15-1071;VA;Charlottesville, VA MSA;*;*;*;*;*;*;57340;52740;48200;45950;52860
15-1081;VA;Charlottesville, VA MSA;*;*;*;*;*;*;53260;45910;52310;54160;55140
15-1099;VA;Charlottesville, VA MSA;*;*;*;*;*;*;67760;*;*;*;*
15-2031;VA;Charlottesville, VA MSA;*;*;*;*;*;*;59320;*;*;*;*
17-0000;VA;Charlottesville, VA MSA;*;*;*;*;*;*;57500;50430;48500;47310;42570
17-2061;VA;Charlottesville, VA MSA;*;*;*;*;*;*;*;*;*;73260;*
17-2112;VA;Charlottesville, VA MSA;*;*;*;*;*;*;54370;48200;45200;40780;37750
17-3026;VA;Charlottesville, VA MSA;*;*;*;*;*;*;*;*;*;33810;*
19-0000;VA;Charlottesville, VA MSA;*;*;*;*;*;*;51150;*;*;57940;48350
25-1021;VA;Charlottesville, VA MSA;*;*;*;*;*;*;*;*;*;73510;*
27-0000;VA;Charlottesville, VA MSA;*;*;*;*;*;*;40410;41980;39950;36680;38030
27-1024;VA;Charlottesville, VA MSA;*;*;*;*;*;*;38850;32920;32020;30260;32660
27-3042;VA;Charlottesville, VA MSA;*;*;*;*;*;*;*;*;*;*;55040
29-2071;VA;Charlottesville, VA MSA;*;*;*;*;*;*;30840;27620;26960;25280;25740
41-4011;VA;Charlottesville, VA MSA;*;*;*;*;*;*;66710;56180;55650;54120;61020
43-9011;VA;Charlottesville, VA MSA;*;*;*;*;*;*;30760;33000;30880;29610;27200
43-9021;VA;Charlottesville, VA MSA;*;*;*;*;*;*;25190;22560;21520;22300;23440
43-9031;VA;Charlottesville, VA MSA;*;*;*;*;*;*;34880;*;31470;32180;28710
45-0000;VA;Charlottesville, VA MSA;*;*;*;*;*;*;27420;24810;26580;27390;24940
49-2011;VA;Charlottesville, VA MSA;*;*;*;*;*;*;34840;35270;34250;35160;35350
00-0000;VA;Charlottesville, VA;45340;43660;42570;40140;39490;38490;*;*;*;*;*
11-3021;VA;Charlottesville, VA;111620;105340;101990;98510;98850;107350;*;*;*;*;*
13-0000;VA;Charlottesville, VA;62420;59270;56010;54970;53790;54790;*;*;*;*;*
13-1081;VA;Charlottesville, VA;70820;72170;*;61860;64650;64630;*;*;*;*;*
13-1111;VA;Charlottesville, VA;85810;77580;67700;67660;68580;75760;*;*;*;*;*
15-0000;VA;Charlottesville, VA;71000;69190;67170;64490;62520;58430;*;*;*;*;*
15-1021;VA;Charlottesville, VA;*;78650;69470;64950;60330;59770;*;*;*;*;*
15-1031;VA;Charlottesville, VA;*;76910;79030;76880;78440;71710;*;*;*;*;*
15-1032;VA;Charlottesville, VA;*;82130;90250;81400;77530;66240;*;*;*;*;*
15-1041;VA;Charlottesville, VA;*;44870;42470;41610;40950;40160;*;*;*;*;*
15-1051;VA;Charlottesville, VA;*;67630;65490;66240;63750;65030;*;*;*;*;*
15-1061;VA;Charlottesville, VA;*;71610;70060;61230;58420;53580;*;*;*;*;*
15-1071;VA;Charlottesville, VA;*;69010;61540;58610;53890;56460;*;*;*;*;*
15-1081;VA;Charlottesville, VA;*;57730;60130;67340;68270;55750;*;*;*;*;*
15-1099;VA;Charlottesville, VA;*;88050;81670;79790;*;46820;*;*;*;*;*
15-1111;VA;Charlottesville, VA;94930;*;*;*;*;*;*;*;*;*;*
15-1121;VA;Charlottesville, VA;69850;*;*;*;*;*;*;*;*;*;*
15-1131;VA;Charlottesville, VA;80680;*;*;*;*;*;*;*;*;*;*
15-1132;VA;Charlottesville, VA;80640;*;*;*;*;*;*;*;*;*;*
15-1133;VA;Charlottesville, VA;76760;*;*;*;*;*;*;*;*;*;*
15-1141;VA;Charlottesville, VA;73790;*;*;*;*;*;*;*;*;*;*
15-1142;VA;Charlottesville, VA;67130;*;*;*;*;*;*;*;*;*;*
15-1150;VA;Charlottesville, VA;48340;*;*;*;*;*;*;*;*;*;*
15-1179;VA;Charlottesville, VA;60810;*;*;*;*;*;*;*;*;*;*
15-1799;VA;Charlottesville, VA;93650;*;*;*;*;*;*;*;*;*;*
15-2031;VA;Charlottesville, VA;66800;*;*;71780;*;61190;*;*;*;*;*
17-0000;VA;Charlottesville, VA;63860;63250;62400;61260;60580;58620;*;*;*;*;*
17-2061;VA;Charlottesville, VA;*;*;82470;95230;99960;*;*;*;*;*;*
17-2112;VA;Charlottesville, VA;85980;85080;*;65890;59510;58850;*;*;*;*;*
19-0000;VA;Charlottesville, VA;68500;63960;62720;57020;55180;54930;*;*;*;*;*
27-0000;VA;Charlottesville, VA;49860;49200;46960;45220;40390;38960;*;*;*;*;*
27-1024;VA;Charlottesville, VA;44970;48250;46050;49030;44450;40420;*;*;*;*;*
27-3042;VA;Charlottesville, VA;70540;55830;60130;57140;62620;*;*;*;*;*;*
29-2071;VA;Charlottesville, VA;38190;36630;38160;30370;30350;28440;*;*;*;*;*
41-4011;VA;Charlottesville, VA;78690;58550;-1;86200;77840;76110;*;*;*;*;*
43-9011;VA;Charlottesville, VA;37120;37220;38710;32600;30810;30790;*;*;*;*;*
43-9021;VA;Charlottesville, VA;29890;26940;25640;26290;24840;25220;*;*;*;*;*
45-0000;VA;Charlottesville, VA;28180;28280;29240;29550;30940;29750;*;*;*;*;*
49-2011;VA;Charlottesville, VA;38700;39390;37140;*;37540;35940;*;*;*;*;*
00-0000;VA;Danville, VA;34620;33460;32250;31230;29100;28710;*;*;*;*;*
13-0000;VA;Danville, VA;47970;47220;47480;46950;44490;45680;*;*;*;*;*
13-1111;VA;Danville, VA;59880;55210;54410;65300;*;62760;*;*;*;*;*
15-0000;VA;Danville, VA;52670;49660;44310;45340;49060;50170;*;*;*;*;*
15-1021;VA;Danville, VA;*;*;*;*;*;52810;*;*;*;*;*
15-1032;VA;Danville, VA;*;*;*;*;*;80640;*;*;*;*;*
15-1041;VA;Danville, VA;*;40950;39580;38460;39040;29640;*;*;*;*;*
15-1051;VA;Danville, VA;*;*;*;47650;54520;56330;*;*;*;*;*
15-1071;VA;Danville, VA;*;49940;44540;43330;50670;57800;*;*;*;*;*
15-1142;VA;Danville, VA;52800;*;*;*;*;*;*;*;*;*;*
15-1150;VA;Danville, VA;45850;*;*;*;*;*;*;*;*;*;*
